Id,Rating
202960,5
202961,5
202962,5
202963,3
202964,5
202965,5
202966,5
202967,1
202968,5
202969,5
202970,5
202971,5
202972,5
202973,5
202974,5
202975,4
202976,5
202977,5
202978,5
202979,4
202980,5
202981,5
202982,5
202983,4
202984,5
202985,4
202986,5
202987,5
202988,5
202989,1
202990,5
202991,5
202992,1
202993,5
202994,3
202995,4
202996,5
202997,5
202998,5
202999,5
203000,5
203001,5
203002,4
203003,5
203004,5
203005,5
203006,5
203007,1
203008,5
203009,1
203010,1
203011,5
203012,1
203013,5
203014,5
203015,5
203016,5
203017,5
203018,2
203019,1
203020,1
203021,5
203022,1
203023,5
203024,5
203025,5
203026,1
203027,1
203028,5
203029,5
203030,5
203031,5
203032,1
203033,1
203034,5
203035,5
203036,2
203037,5
203038,5
203039,5
203040,5
203041,5
203042,5
203043,4
203044,5
203045,5
203046,5
203047,3
203048,5
203049,5
203050,5
203051,5
203052,5
203053,5
203054,5
203055,5
203056,5
203057,5
203058,5
203059,1
203060,5
203061,5
203062,5
203063,5
203064,5
203065,5
203066,5
203067,5
203068,5
203069,5
203070,4
203071,5
203072,4
203073,5
203074,4
203075,5
203076,5
203077,5
203078,4
203079,5
203080,5
203081,5
203082,5
203083,5
203084,5
203085,5
203086,5
203087,5
203088,4
203089,5
203090,4
203091,5
203092,4
203093,5
203094,5
203095,1
203096,5
203097,5
203098,5
203099,5
203100,5
203101,5
203102,5
203103,4
203104,1
203105,5
203106,1
203107,5
203108,5
203109,5
203110,5
203111,5
203112,5
203113,5
203114,5
203115,5
203116,5
203117,5
203118,5
203119,5
203120,4
203121,5
203122,4
203123,5
203124,5
203125,1
203126,4
203127,5
203128,5
203129,5
203130,1
203131,5
203132,5
203133,5
203134,1
203135,5
203136,5
203137,5
203138,5
203139,5
203140,1
203141,5
203142,5
203143,5
203144,5
203145,5
203146,5
203147,5
203148,5
203149,1
203150,4
203151,5
203152,5
203153,1
203154,4
203155,5
203156,5
203157,5
203158,1
203159,5
203160,5
203161,5
203162,1
203163,5
203164,5
203165,5
203166,5
203167,5
203168,1
203169,5
203170,5
203171,5
203172,5
203173,5
203174,5
203175,5
203176,5
203177,1
203178,4
203179,5
203180,5
203181,5
203182,1
203183,5
203184,5
203185,5
203186,1
203187,5
203188,5
203189,5
203190,5
203191,5
203192,1
203193,5
203194,5
203195,5
203196,5
203197,5
203198,5
203199,5
203200,5
203201,5
203202,1
203203,5
203204,5
203205,5
203206,1
203207,5
203208,5
203209,5
203210,5
203211,1
203212,4
203213,5
203214,5
203215,5
203216,1
203217,5
203218,5
203219,5
203220,5
203221,5
203222,5
203223,1
203224,5
203225,5
203226,1
203227,5
203228,5
203229,5
203230,1
203231,1
203232,5
203233,5
203234,1
203235,5
203236,5
203237,5
203238,1
203239,1
203240,5
203241,5
203242,1
203243,5
203244,5
203245,5
203246,1
203247,1
203248,5
203249,5
203250,1
203251,5
203252,5
203253,5
203254,1
203255,5
203256,5
203257,5
203258,5
203259,1
203260,5
203261,5
203262,5
203263,5
203264,4
203265,5
203266,5
203267,1
203268,5
203269,5
203270,4
203271,5
203272,5
203273,1
203274,5
203275,1
203276,1
203277,5
203278,5
203279,5
203280,5
203281,1
203282,5
203283,5
203284,5
203285,5
203286,5
203287,5
203288,5
203289,1
203290,5
203291,5
203292,5
203293,5
203294,4
203295,5
203296,5
203297,1
203298,5
203299,5
203300,5
203301,5
203302,5
203303,1
203304,5
203305,5
203306,5
203307,5
203308,4
203309,5
203310,5
203311,5
203312,1
203313,5
203314,5
203315,5
203316,5
203317,5
203318,5
203319,5
203320,5
203321,5
203322,1
203323,5
203324,5
203325,5
203326,5
203327,5
203328,5
203329,5
203330,5
203331,5
203332,5
203333,5
203334,5
203335,1
203336,5
203337,5
203338,5
203339,5
203340,5
203341,5
203342,5
203343,5
203344,1
203345,5
203346,5
203347,5
203348,5
203349,5
203350,5
203351,5
203352,5
203353,5
203354,1
203355,5
203356,5
203357,5
203358,5
203359,5
203360,5
203361,5
203362,5
203363,5
203364,5
203365,5
203366,5
203367,5
203368,5
203369,5
203370,5
203371,5
203372,5
203373,1
203374,5
203375,5
203376,5
203377,5
203378,5
203379,5
203380,5
203381,5
203382,5
203383,5
203384,5
203385,5
203386,5
203387,5
203388,5
203389,5
203390,5
203391,1
203392,5
203393,5
203394,5
203395,5
203396,5
203397,5
203398,5
203399,5
203400,1
203401,4
203402,1
203403,3
203404,4
203405,5
203406,5
203407,5
203408,5
203409,5
203410,5
203411,5
203412,5
203413,1
203414,4
203415,1
203416,3
203417,4
203418,5
203419,5
203420,5
203421,5
203422,5
203423,1
203424,4
203425,1
203426,3
203427,4
203428,5
203429,5
203430,5
203431,5
203432,5
203433,5
203434,5
203435,5
203436,1
203437,4
203438,1
203439,3
203440,4
203441,5
203442,5
203443,5
203444,5
203445,5
203446,5
203447,5
203448,5
203449,5
203450,4
203451,5
203452,5
203453,5
203454,5
203455,3
203456,1
203457,5
203458,4
203459,5
203460,3
203461,1
203462,5
203463,5
203464,5
203465,1
203466,5
203467,5
203468,5
203469,5
203470,5
203471,1
203472,5
203473,5
203474,5
203475,5
203476,5
203477,5
203478,5
203479,5
203480,4
203481,5
203482,1
203483,5
203484,5
203485,5
203486,5
203487,5
203488,4
203489,5
203490,5
203491,5
203492,5
203493,5
203494,1
203495,5
203496,5
203497,5
203498,5
203499,5
203500,5
203501,5
203502,4
203503,4
203504,5
203505,5
203506,1
203507,5
203508,5
203509,3
203510,5
203511,5
203512,5
203513,5
203514,5
203515,5
203516,5
203517,5
203518,5
203519,5
203520,5
203521,5
203522,1
203523,5
203524,5
203525,5
203526,5
203527,5
203528,5
203529,5
203530,5
203531,5
203532,5
203533,5
203534,5
203535,5
203536,5
203537,5
203538,5
203539,5
203540,5
203541,5
203542,1
203543,5
203544,1
203545,5
203546,5
203547,3
203548,5
203549,5
203550,1
203551,1
203552,5
203553,4
203554,1
203555,5
203556,5
203557,4
203558,1
203559,4
203560,5
203561,5
203562,5
203563,4
203564,5
203565,5
203566,1
203567,5
203568,1
203569,5
203570,1
203571,5
203572,5
203573,5
203574,5
203575,5
203576,5
203577,5
203578,5
203579,5
203580,5
203581,5
203582,5
203583,5
203584,5
203585,5
203586,5
203587,5
203588,5
203589,5
203590,1
203591,1
203592,5
203593,1
203594,5
203595,5
203596,5
203597,3
203598,5
203599,1
203600,5
203601,5
203602,5
203603,5
203604,5
203605,5
203606,5
203607,5
203608,1
203609,5
203610,1
203611,5
203612,5
203613,5
203614,5
203615,5
203616,5
203617,5
203618,5
203619,5
203620,5
203621,1
203622,5
203623,5
203624,4
203625,5
203626,5
203627,5
203628,5
203629,5
203630,1
203631,3
203632,5
203633,1
203634,1
203635,5
203636,5
203637,1
203638,3
203639,4
203640,5
203641,5
203642,1
203643,5
203644,4
203645,5
203646,5
203647,5
203648,5
203649,5
203650,5
203651,5
203652,5
203653,3
203654,1
203655,1
203656,5
203657,5
203658,5
203659,5
203660,5
203661,5
203662,5
203663,5
203664,5
203665,1
203666,5
203667,5
203668,5
203669,5
203670,5
203671,5
203672,5
203673,5
203674,5
203675,5
203676,5
203677,5
203678,5
203679,5
203680,5
203681,5
203682,5
203683,5
203684,5
203685,5
203686,5
203687,5
203688,5
203689,5
203690,5
203691,5
203692,5
203693,5
203694,5
203695,1
203696,3
203697,5
203698,5
203699,5
203700,1
203701,5
203702,5
203703,5
203704,5
203705,5
203706,5
203707,5
203708,5
203709,5
203710,5
203711,1
203712,4
203713,1
203714,5
203715,1
203716,4
203717,1
203718,1
203719,5
203720,5
203721,2
203722,3
203723,4
203724,5
203725,4
203726,1
203727,1
203728,5
203729,1
203730,5
203731,5
203732,5
203733,5
203734,5
203735,5
203736,4
203737,1
203738,5
203739,5
203740,5
203741,5
203742,5
203743,1
203744,5
203745,2
203746,5
203747,5
203748,5
203749,5
203750,5
203751,5
203752,1
203753,5
203754,5
203755,5
203756,5
203757,5
203758,5
203759,5
203760,5
203761,1
203762,5
203763,5
203764,5
203765,5
203766,5
203767,5
203768,5
203769,5
203770,5
203771,5
203772,5
203773,5
203774,5
203775,5
203776,5
203777,5
203778,5
203779,5
203780,5
203781,3
203782,5
203783,5
203784,5
203785,5
203786,5
203787,5
203788,5
203789,5
203790,5
203791,5
203792,5
203793,5
203794,5
203795,5
203796,5
203797,5
203798,5
203799,4
203800,5
203801,5
203802,5
203803,5
203804,1
203805,1
203806,5
203807,4
203808,5
203809,5
203810,5
203811,5
203812,5
203813,4
203814,3
203815,4
203816,4
203817,5
203818,1
203819,5
203820,5
203821,5
203822,5
203823,3
203824,5
203825,5
203826,5
203827,5
203828,5
203829,5
203830,5
203831,5
203832,5
203833,5
203834,4
203835,5
203836,5
203837,5
203838,5
203839,5
203840,5
203841,4
203842,4
203843,5
203844,1
203845,5
203846,1
203847,1
203848,4
203849,5
203850,3
203851,5
203852,5
203853,5
203854,1
203855,5
203856,5
203857,5
203858,4
203859,5
203860,5
203861,5
203862,1
203863,5
203864,5
203865,5
203866,5
203867,5
203868,5
203869,5
203870,5
203871,5
203872,5
203873,1
203874,4
203875,5
203876,1
203877,5
203878,1
203879,1
203880,5
203881,5
203882,5
203883,5
203884,1
203885,5
203886,5
203887,5
203888,5
203889,5
203890,5
203891,5
203892,1
203893,5
203894,1
203895,5
203896,5
203897,5
203898,1
203899,5
203900,4
203901,1
203902,5
203903,5
203904,5
203905,4
203906,1
203907,1
203908,1
203909,2
203910,5
203911,5
203912,5
203913,5
203914,5
203915,5
203916,5
203917,5
203918,5
203919,5
203920,5
203921,5
203922,5
203923,5
203924,5
203925,5
203926,5
203927,5
203928,5
203929,5
203930,1
203931,5
203932,1
203933,5
203934,1
203935,5
203936,5
203937,5
203938,5
203939,5
203940,5
203941,5
203942,5
203943,5
203944,5
203945,5
203946,5
203947,5
203948,5
203949,1
203950,5
203951,5
203952,5
203953,5
203954,5
203955,5
203956,5
203957,1
203958,5
203959,5
203960,2
203961,5
203962,5
203963,5
203964,5
203965,5
203966,5
203967,5
203968,4
203969,4
203970,5
203971,5
203972,5
203973,5
203974,4
203975,5
203976,5
203977,1
203978,5
203979,1
203980,5
203981,1
203982,5
203983,5
203984,5
203985,5
203986,5
203987,5
203988,5
203989,5
203990,5
203991,1
203992,1
203993,5
203994,4
203995,1
203996,5
203997,5
203998,4
203999,1
204000,4
204001,5
204002,5
204003,5
204004,5
204005,5
204006,5
204007,5
204008,5
204009,5
204010,5
204011,5
204012,5
204013,5
204014,5
204015,5
204016,5
204017,5
204018,5
204019,5
204020,5
204021,5
204022,5
204023,5
204024,5
204025,5
204026,5
204027,5
204028,1
204029,1
204030,1
204031,4
204032,5
204033,1
204034,5
204035,5
204036,5
204037,5
204038,5
204039,4
204040,5
204041,5
204042,5
204043,4
204044,4
204045,5
204046,5
204047,1
204048,5
204049,5
204050,3
204051,5
204052,5
204053,5
204054,5
204055,5
204056,5
204057,5
204058,5
204059,5
204060,5
204061,5
204062,4
204063,1
204064,5
204065,5
204066,1
204067,2
204068,1
204069,5
204070,5
204071,5
204072,5
204073,5
204074,5
204075,5
204076,5
204077,5
204078,4
204079,4
204080,5
204081,3
204082,1
204083,5
204084,5
204085,5
204086,1
204087,5
204088,5
204089,5
204090,5
204091,5
204092,5
204093,5
204094,1
204095,5
204096,5
204097,4
204098,5
204099,5
204100,5
204101,5
204102,5
204103,1
204104,5
204105,5
204106,5
204107,5
204108,5
204109,5
204110,5
204111,5
204112,5
204113,1
204114,5
204115,1
204116,5
204117,5
204118,3
204119,5
204120,5
204121,5
204122,5
204123,5
204124,5
204125,5
204126,5
204127,5
204128,5
204129,5
204130,5
204131,5
204132,5
204133,5
204134,5
204135,1
204136,5
204137,5
204138,5
204139,5
204140,5
204141,5
204142,1
204143,5
204144,5
204145,5
204146,5
204147,5
204148,5
204149,5
204150,5
204151,5
204152,5
204153,5
204154,5
204155,5
204156,5
204157,5
204158,5
204159,1
204160,5
204161,1
204162,1
204163,5
204164,5
204165,5
204166,1
204167,5
204168,1
204169,1
204170,5
204171,5
204172,5
204173,1
204174,5
204175,1
204176,1
204177,5
204178,5
204179,5
204180,1
204181,5
204182,1
204183,1
204184,5
204185,5
204186,5
204187,1
204188,5
204189,1
204190,1
204191,5
204192,5
204193,5
204194,1
204195,5
204196,1
204197,1
204198,5
204199,5
204200,5
204201,1
204202,5
204203,5
204204,5
204205,5
204206,1
204207,1
204208,1
204209,1
204210,5
204211,5
204212,5
204213,1
204214,5
204215,4
204216,1
204217,1
204218,5
204219,5
204220,1
204221,5
204222,1
204223,5
204224,5
204225,1
204226,5
204227,4
204228,1
204229,1
204230,5
204231,4
204232,1
204233,2
204234,5
204235,5
204236,1
204237,1
204238,2
204239,5
204240,1
204241,5
204242,1
204243,1
204244,5
204245,4
204246,1
204247,5
204248,4
204249,5
204250,5
204251,5
204252,1
204253,5
204254,5
204255,1
204256,5
204257,4
204258,5
204259,1
204260,5
204261,5
204262,5
204263,1
204264,5
204265,5
204266,1
204267,5
204268,4
204269,4
204270,4
204271,1
204272,1
204273,5
204274,1
204275,5
204276,4
204277,2
204278,4
204279,1
204280,4
204281,1
204282,4
204283,5
204284,5
204285,5
204286,4
204287,5
204288,5
204289,5
204290,4
204291,1
204292,5
204293,5
204294,1
204295,5
204296,5
204297,1
204298,5
204299,5
204300,1
204301,1
204302,4
204303,5
204304,5
204305,1
204306,1
204307,1
204308,4
204309,5
204310,1
204311,5
204312,1
204313,4
204314,1
204315,5
204316,1
204317,1
204318,1
204319,1
204320,1
204321,5
204322,5
204323,5
204324,1
204325,1
204326,1
204327,1
204328,1
204329,4
204330,4
204331,4
204332,5
204333,5
204334,1
204335,5
204336,3
204337,1
204338,2
204339,5
204340,1
204341,5
204342,1
204343,5
204344,5
204345,3
204346,1
204347,4
204348,4
204349,5
204350,4
204351,5
204352,5
204353,5
204354,1
204355,1
204356,4
204357,1
204358,5
204359,5
204360,5
204361,1
204362,5
204363,4
204364,4
204365,5
204366,1
204367,1
204368,5
204369,1
204370,5
204371,1
204372,5
204373,1
204374,5
204375,5
204376,5
204377,5
204378,4
204379,1
204380,1
204381,1
204382,1
204383,5
204384,3
204385,5
204386,1
204387,1
204388,1
204389,5
204390,5
204391,3
204392,5
204393,1
204394,5
204395,5
204396,5
204397,5
204398,4
204399,1
204400,5
204401,5
204402,5
204403,5
204404,5
204405,5
204406,1
204407,5
204408,5
204409,4
204410,5
204411,1
204412,5
204413,5
204414,5
204415,4
204416,1
204417,1
204418,5
204419,1
204420,5
204421,5
204422,1
204423,5
204424,4
204425,5
204426,1
204427,5
204428,1
204429,1
204430,5
204431,5
204432,1
204433,5
204434,4
204435,5
204436,5
204437,4
204438,5
204439,1
204440,5
204441,5
204442,5
204443,1
204444,5
204445,5
204446,4
204447,1
204448,5
204449,1
204450,1
204451,1
204452,1
204453,1
204454,2
204455,4
204456,5
204457,1
204458,1
204459,5
204460,1
204461,5
204462,3
204463,3
204464,1
204465,4
204466,5
204467,1
204468,5
204469,4
204470,1
204471,1
204472,5
204473,5
204474,1
204475,2
204476,1
204477,5
204478,4
204479,5
204480,3
204481,5
204482,1
204483,5
204484,5
204485,5
204486,1
204487,5
204488,1
204489,1
204490,5
204491,5
204492,5
204493,5
204494,4
204495,5
204496,1
204497,1
204498,5
204499,5
204500,5
204501,5
204502,5
204503,5
204504,5
204505,1
204506,5
204507,5
204508,5
204509,1
204510,5
204511,4
204512,1
204513,1
204514,5
204515,5
204516,1
204517,5
204518,1
204519,5
204520,5
204521,5
204522,3
204523,5
204524,5
204525,3
204526,5
204527,5
204528,5
204529,5
204530,5
204531,5
204532,4
204533,1
204534,2
204535,4
204536,1
204537,1
204538,1
204539,1
204540,4
204541,5
204542,1
204543,5
204544,5
204545,1
204546,1
204547,5
204548,1
204549,4
204550,1
204551,1
204552,5
204553,5
204554,5
204555,1
204556,5
204557,1
204558,1
204559,1
204560,5
204561,1
204562,1
204563,3
204564,1
204565,1
204566,5
204567,5
204568,1
204569,5
204570,5
204571,5
204572,5
204573,5
204574,2
204575,5
204576,5
204577,5
204578,4
204579,1
204580,5
204581,5
204582,5
204583,5
204584,5
204585,1
204586,1
204587,5
204588,5
204589,5
204590,1
204591,5
204592,5
204593,5
204594,4
204595,5
204596,1
204597,1
204598,5
204599,1
204600,1
204601,4
204602,4
204603,5
204604,4
204605,5
204606,4
204607,5
204608,5
204609,4
204610,1
204611,1
204612,5
204613,5
204614,5
204615,1
204616,5
204617,5
204618,5
204619,1
204620,5
204621,5
204622,5
204623,5
204624,5
204625,5
204626,1
204627,2
204628,4
204629,5
204630,1
204631,5
204632,1
204633,5
204634,1
204635,5
204636,1
204637,1
204638,5
204639,1
204640,4
204641,5
204642,1
204643,5
204644,3
204645,5
204646,5
204647,5
204648,1
204649,5
204650,1
204651,1
204652,1
204653,1
204654,5
204655,1
204656,1
204657,5
204658,1
204659,4
204660,5
204661,1
204662,5
204663,1
204664,1
204665,1
204666,1
204667,5
204668,5
204669,5
204670,5
204671,5
204672,1
204673,5
204674,1
204675,5
204676,5
204677,5
204678,1
204679,4
204680,5
204681,4
204682,1
204683,1
204684,5
204685,5
204686,5
204687,1
204688,4
204689,5
204690,1
204691,1
204692,5
204693,1
204694,1
204695,5
204696,5
204697,5
204698,5
204699,5
204700,1
204701,5
204702,1
204703,1
204704,1
204705,1
204706,1
204707,5
204708,5
204709,3
204710,5
204711,1
204712,5
204713,5
204714,1
204715,5
204716,4
204717,5
204718,5
204719,5
204720,5
204721,1
204722,1
204723,5
204724,4
204725,5
204726,5
204727,1
204728,4
204729,3
204730,5
204731,1
204732,1
204733,4
204734,1
204735,1
204736,4
204737,1
204738,1
204739,3
204740,4
204741,5
204742,1
204743,1
204744,1
204745,1
204746,1
204747,1
204748,5
204749,5
204750,2
204751,1
204752,5
204753,5
204754,5
204755,4
204756,2
204757,1
204758,5
204759,5
204760,5
204761,1
204762,1
204763,1
204764,1
204765,1
204766,1
204767,5
204768,1
204769,1
204770,1
204771,1
204772,1
204773,4
204774,5
204775,5
204776,1
204777,1
204778,5
204779,5
204780,5
204781,5
204782,5
204783,3
204784,5
204785,5
204786,5
204787,5
204788,5
204789,5
204790,1
204791,1
204792,5
204793,5
204794,5
204795,5
204796,5
204797,1
204798,5
204799,5
204800,1
204801,1
204802,1
204803,1
204804,1
204805,5
204806,3
204807,1
204808,5
204809,1
204810,5
204811,5
204812,5
204813,5
204814,5
204815,5
204816,5
204817,1
204818,5
204819,1
204820,4
204821,5
204822,5
204823,5
204824,1
204825,1
204826,1
204827,1
204828,5
204829,5
204830,1
204831,1
204832,1
204833,5
204834,1
204835,5
204836,1
204837,1
204838,5
204839,4
204840,5
204841,5
204842,1
204843,1
204844,1
204845,5
204846,4
204847,5
204848,5
204849,4
204850,1
204851,1
204852,5
204853,5
204854,1
204855,1
204856,1
204857,3
204858,1
204859,1
204860,1
204861,1
204862,4
204863,1
204864,1
204865,1
204866,4
204867,1
204868,4
204869,1
204870,5
204871,5
204872,1
204873,5
204874,5
204875,5
204876,5
204877,4
204878,3
204879,5
204880,5
204881,5
204882,1
204883,1
204884,5
204885,1
204886,1
204887,1
204888,5
204889,5
204890,3
204891,1
204892,1
204893,1
204894,5
204895,4
204896,5
204897,1
204898,5
204899,5
204900,4
204901,3
204902,1
204903,1
204904,1
204905,1
204906,1
204907,5
204908,5
204909,5
204910,5
204911,5
204912,5
204913,5
204914,5
204915,5
204916,3
204917,5
204918,1
204919,5
204920,4
204921,1
204922,1
204923,5
204924,1
204925,5
204926,5
204927,1
204928,5
204929,4
204930,1
204931,1
204932,5
204933,4
204934,1
204935,2
204936,5
204937,5
204938,1
204939,1
204940,2
204941,5
204942,3
204943,1
204944,1
204945,1
204946,5
204947,1
204948,4
204949,2
204950,5
204951,1
204952,5
204953,5
204954,1
204955,5
204956,5
204957,1
204958,5
204959,4
204960,5
204961,1
204962,5
204963,5
204964,5
204965,1
204966,5
204967,5
204968,1
204969,5
204970,4
204971,4
204972,1
204973,5
204974,5
204975,1
204976,5
204977,5
204978,1
204979,1
204980,1
204981,5
204982,1
204983,1
204984,1
204985,5
204986,1
204987,1
204988,1
204989,1
204990,1
204991,5
204992,1
204993,5
204994,1
204995,1
204996,1
204997,1
204998,1
204999,1
205000,1
205001,1
205002,1
205003,3
205004,1
205005,1
205006,1
205007,5
205008,1
205009,5
205010,5
205011,1
205012,5
205013,1
205014,3
205015,5
205016,1
205017,4
205018,5
205019,5
205020,5
205021,1
205022,5
205023,1
205024,1
205025,1
205026,1
205027,1
205028,5
205029,1
205030,5
205031,5
205032,5
205033,1
205034,3
205035,1
205036,5
205037,5
205038,5
205039,5
205040,1
205041,1
205042,1
205043,1
205044,5
205045,5
205046,1
205047,1
205048,1
205049,1
205050,5
205051,3
205052,1
205053,5
205054,5
205055,1
205056,1
205057,1
205058,1
205059,5
205060,1
205061,1
205062,1
205063,1
205064,1
205065,5
205066,4
205067,5
205068,5
205069,5
205070,5
205071,1
205072,5
205073,5
205074,5
205075,1
205076,1
205077,1
205078,5
205079,5
205080,5
205081,1
205082,5
205083,1
205084,1
205085,5
205086,5
205087,5
205088,1
205089,4
205090,1
205091,3
205092,5
205093,5
205094,5
205095,5
205096,4
205097,5
205098,5
205099,5
205100,5
205101,1
205102,1
205103,1
205104,5
205105,1
205106,5
205107,1
205108,1
205109,1
205110,1
205111,1
205112,5
205113,3
205114,1
205115,1
205116,1
205117,1
205118,1
205119,1
205120,5
205121,1
205122,3
205123,5
205124,1
205125,1
205126,5
205127,5
205128,1
205129,1
205130,1
205131,5
205132,5
205133,5
205134,1
205135,1
205136,5
205137,5
205138,1
205139,1
205140,5
205141,5
205142,1
205143,2
205144,5
205145,5
205146,1
205147,1
205148,4
205149,1
205150,5
205151,1
205152,4
205153,5
205154,1
205155,1
205156,5
205157,5
205158,5
205159,5
205160,1
205161,5
205162,5
205163,5
205164,5
205165,3
205166,4
205167,2
205168,1
205169,1
205170,5
205171,1
205172,5
205173,3
205174,5
205175,1
205176,1
205177,1
205178,5
205179,1
205180,1
205181,5
205182,1
205183,5
205184,1
205185,5
205186,1
205187,5
205188,1
205189,1
205190,3
205191,1
205192,1
205193,5
205194,5
205195,5
205196,3
205197,1
205198,1
205199,5
205200,5
205201,5
205202,1
205203,4
205204,5
205205,5
205206,1
205207,1
205208,4
205209,1
205210,5
205211,1
205212,4
205213,5
205214,1
205215,1
205216,5
205217,5
205218,5
205219,5
205220,1
205221,5
205222,5
205223,5
205224,5
205225,1
205226,5
205227,5
205228,2
205229,1
205230,5
205231,5
205232,5
205233,5
205234,1
205235,1
205236,5
205237,5
205238,1
205239,5
205240,5
205241,1
205242,1
205243,1
205244,5
205245,5
205246,5
205247,2
205248,1
205249,1
205250,5
205251,5
205252,5
205253,5
205254,1
205255,5
205256,1
205257,5
205258,1
205259,1
205260,5
205261,4
205262,1
205263,1
205264,1
205265,5
205266,5
205267,1
205268,1
205269,1
205270,5
205271,1
205272,3
205273,5
205274,5
205275,1
205276,5
205277,1
205278,1
205279,1
205280,1
205281,5
205282,5
205283,5
205284,1
205285,4
205286,5
205287,5
205288,5
205289,4
205290,1
205291,1
205292,1
205293,1
205294,5
205295,1
205296,1
205297,1
205298,1
205299,1
205300,1
205301,5
205302,5
205303,1
205304,1
205305,5
205306,1
205307,1
205308,5
205309,5
205310,5
205311,5
205312,1
205313,1
205314,5
205315,5
205316,5
205317,1
205318,4
205319,1
205320,2
205321,2
205322,1
205323,5
205324,1
205325,3
205326,1
205327,1
205328,5
205329,5
205330,1
205331,4
205332,1
205333,5
205334,5
205335,1
205336,1
205337,5
205338,5
205339,4
205340,1
205341,1
205342,1
205343,1
205344,1
205345,1
205346,5
205347,3
205348,1
205349,5
205350,1
205351,5
205352,4
205353,1
205354,1
205355,5
205356,5
205357,1
205358,5
205359,4
205360,1
205361,1
205362,5
205363,1
205364,5
205365,5
205366,1
205367,1
205368,3
205369,3
205370,1
205371,5
205372,5
205373,1
205374,5
205375,5
205376,1
205377,1
205378,5
205379,5
205380,1
205381,1
205382,3
205383,3
205384,1
205385,5
205386,5
205387,1
205388,5
205389,1
205390,1
205391,1
205392,1
205393,1
205394,5
205395,1
205396,5
205397,5
205398,5
205399,3
205400,1
205401,1
205402,5
205403,1
205404,1
205405,5
205406,1
205407,1
205408,4
205409,5
205410,4
205411,5
205412,4
205413,5
205414,5
205415,5
205416,5
205417,4
205418,5
205419,5
205420,1
205421,5
205422,5
205423,4
205424,5
205425,5
205426,4
205427,5
205428,5
205429,2
205430,1
205431,1
205432,1
205433,1
205434,5
205435,1
205436,5
205437,3
205438,1
205439,3
205440,5
205441,5
205442,5
